train_index,match_date,match_time,tournament,match_id,homeTeam,awayTeam,firstHalfHomeGoal,firstHalfAwayGoal,totalHomeGoal,totalAwayGoal,homeCorner,awayCorner,index,distance
488,2025-05-18,15:30:00,Ukrayna Premier Lig,2127735,Chernomorets,Dinamo Kiev,,,,,,,488,17.542251850888473
142,2025-05-18,14:00:00,İskoçya Premier Lig Kdn.Şmp.T.,2129709,Celtic (K),Motherwell Lfc (K),6.0,0.0,6.0,0.0,,,142,17.721142739676807
561,2025-05-17,14:30:00,İskoçya Premiership Şamp. Turu,2137514,Hibernian,Rangers,2.0,2.0,2.0,2.0,,,561,18.01009994419798
672,2025-05-17,13:00:00,Güney Kore Lig 2,2127665,Cheonan City FC,Seongnam,1.0,1.0,1.0,1.0,,,672,18.050897484612786
550,2025-05-17,18:30:00,Slovenya 1. SNL,2127649,Primorje,Mura,2.0,0.0,2.0,0.0,,,550,18.194735502336936
790,2025-05-18,05:00:00,ABD USL Championship,2129890,Phoenix Rising,Monterey Bay FC,2.0,0.0,2.0,0.0,,,790,18.198615331942154
760,2025-05-18,18:00:00,Sırbistan Superliga - Düşme Turu,2127608,FK Tekstilac Odzaci,FK Cukaricki,,,,,,,760,18.25328463592238
160,2025-05-18,15:00:00,İsveç Allsvenskan,2129800,Hacken,Varnamo,,,,,,,160,18.649983914202178
383,2025-05-17,08:00:00,Japonya J. Lig 2,2127366,JEF United,Sendai,0.0,0.0,0.0,0.0,,,383,18.788563010512537
462,2025-05-17,18:00:00,Slovakya Superliga Düşme Turu,2127635,Dukla BB,Z Michalovce,2.0,3.0,2.0,3.0,,,462,18.866433155209815
272,2025-05-17,18:00:00,Avusturya Bundesliga Küme Düşme Grubu,2126947,Grazer AK,LASK,1.0,0.0,1.0,0.0,,,272,18.97654868515347
274,2025-05-17,10:30:00,Güney Kore Lig 2,2127664,Gyeongnam,Chungnam Asan,1.0,3.0,1.0,3.0,,,274,19.10852950909619
284,2025-05-18,14:00:00,Vietnam V-Ligi,2129895,Binh Dinh,CLB Viettel,1.0,2.0,2.0,2.0,,,284,19.214671477805705
171,2025-05-16,19:00:00,Avusturya 2.Ligi,2125593,Sturm Gr.(A),SV Lafnitz,1.0,0.0,2.0,1.0,,,171,19.264397213512805
467,2025-05-16,20:00:00,Danimarka 1.Ligi - Düşme Grubu,2127120,Roskilde,Hilleroed,1.0,1.0,4.0,2.0,,,467,19.297116364887266
464,2025-05-17,15:30:00,Polonya 1. Lig,2127486,Kotwica K,Pogon Siedl,1.0,1.0,1.0,1.0,,,464,19.474403713592878
406,2025-05-18,03:00:00,Kanada Premier Ligi,2129382,Vancouver Langley FC,Hfx Wan,0.0,2.0,0.0,2.0,,,406,19.526507624252726
372,2025-05-17,21:30:00,Cezayir 1. Lig,2157675,Paradou AC,USM Alger,2.0,0.0,3.0,1.0,,,372,19.73387949694636
259,2025-05-17,08:00:00,Japonya J. Lig 2,2127369,Fujieda Myfc,Omiya Ardija,0.0,1.0,0.0,1.0,,,259,19.76283886489995
446,2025-05-17,08:00:00,Japonya J. Lig 2,2127370,Mito Hollyhock,Roasso Kumamoto,2.0,1.0,2.0,1.0,,,446,20.174154257366027
643,2025-05-18,17:00:00,"Danimarka Süper Lig, Düşme Turu",2129454,Sonderjyske,Lyngby,,,,,,,643,20.506523352338395
684,2025-05-16,21:30:00,Polonya Ekstraklasa,2127496,Slask Wroclaw,Jagiellonia,0.0,0.0,1.0,1.0,,,684,20.514092716959233
90,2025-05-16,15:00:00,Çin Süper Ligi,2125627,Yunnan Yukun,Meizhou Hakka,1.0,0.0,2.0,0.0,,,90,20.580566075791015
128,2025-05-18,02:30:00,ABD USL Championship,2127800,Miami,Loudoun Utd.,2.0,1.0,2.0,1.0,,,128,20.604863503551776
193,2025-05-18,05:00:00,ABD USL Championship,2129891,Orange Count,New Mexico,0.0,3.0,0.0,3.0,,,193,20.70841133452781
734,2025-05-18,15:30:00,Çekya 1.Lig Sıralama Playoff,2169237,Bohemians Prag,Hradec Kralove,,,,,,,734,20.774207566114285
223,2025-05-17,03:00:00,Kanada Premier Ligi,2127026,Valour FC,York 9 FC,2.0,1.0,2.0,1.0,,,223,20.826274270737912
737,2025-05-18,15:00:00,Danimarka 2. Lig Yük. Grb.,2141884,Skive,Akademisk Bo,,,,,,,737,20.959231856153508
789,2025-05-17,17:00:00,Belarus Premier Ligi,2125619,Dinamo Brest,Minsk,5.0,0.0,5.0,0.0,,,789,21.11271181066042
201,2025-05-16,20:30:00,Fransa Ulusal Ligi,2125672,Nancy,FC Rouen,1.0,1.0,1.0,1.0,,,201,21.50534584702139
228,2025-05-17,20:00:00,Romanya 1.Lig Şampiyonluk Turu,2127555,FCSB,Uni. Craiova,1.0,0.0,1.0,0.0,,,228,21.51697469441278
590,2025-05-18,04:00:00,ABD USL Championship,2129887,Colorado Spr,Pittsburgh R,1.0,0.0,1.0,0.0,,,590,21.57116130392613
700,2025-05-17,14:30:00,Almanya 3. Lig,2127170,Hannover 96 II,H. Rostock,2.0,1.0,2.0,1.0,,,700,21.59528883807762
324,2025-05-19,19:00:00,Polonya Lig 2,2127472,LKS Lodz II,Pogon Grodzisk Mazow,,,,,,,324,21.63153485076822
559,2025-05-18,00:30:00,Kanada Premier Ligi,2127025,Cavalry FC,Pacific FC,4.0,0.0,4.0,0.0,,,559,21.699894008957738
126,2025-05-16,21:30:00,Avusturya 2.Ligi,2125595,Liefering,Admira Wacker,1.0,0.0,1.0,0.0,,,126,21.798183410550525
648,2025-05-17,20:30:00,Polonya 1. Lig,2127481,G. Leczna,Wisla Plock,2.0,2.0,2.0,2.0,,,648,21.91298017157867
111,2025-05-18,15:30:00,Hollanda Eredivisie,2129582,Breda,Willem II,,,,,,,111,22.048907002389033
170,2025-05-18,16:00:00,Romanya 1. Ligi,2127558,Botosani,Hermannstadt,,,,,,,170,22.158709348696284
49,2025-05-17,21:00:00,"Serie C, Düşme Playoff",2154543,Triestina,Calcio Caldiero Term,,,,,,,49,22.455462587085577
321,2025-05-18,13:30:00,Rusya Premier Ligi,2129697,K. Sovetov,S. Moskova,0.0,2.0,0.0,2.0,,,321,22.531746492449273
107,2025-05-18,16:00:00,Romanya 1. Ligi,2127561,Politehnica Iasi,P. Ploiesti,,,,,,,107,22.546223630577252
332,2025-05-16,19:00:00,Norveç 1.Ligi,2125762,Stabaek,Mjondalen,0.0,0.0,4.0,0.0,,,332,22.858140781787128
665,2025-05-18,15:00:00,Yunanistan Süper Ligi Düşme Grubu,2129579,Panserraikos,Levadeiakos,,,,,,,665,22.87912148663056
326,2025-05-18,08:00:00,Japonya J. Lig 2,2129634,Oita Trinata,V-Varen,1.0,2.0,1.0,2.0,,,326,23.237846285746876
616,2025-05-18,18:30:00,Slovenya 1. SNL,2127647,Nafta,Celje,,,,,,,616,23.34459466343333
108,2025-05-17,21:30:00,İrlanda 1.Ligi,2127337,Longford,Finn Harps,0.0,0.0,0.0,0.0,,,108,23.40938914196609
10,2025-05-16,21:45:00,İrlanda 1.Ligi,2125721,Cobh Rambler,Dundalk,0.0,2.0,1.0,2.0,,,10,23.472788500729944
339,2025-05-19,20:30:00,Romanya 1.Lig Şampiyonluk Turu,2127554,Rapid 1923,Cluj,,,,,,,339,23.50250412190157
381,2025-05-17,13:30:00,Polonya Lig 2,2127474,Hutnik Krak,Polonia Bytom,3.0,5.0,3.0,5.0,,,381,23.58988978354922
129,2025-05-18,08:00:00,Japonya J. Lig 2,2129633,R Yamaguchi,M Yamagata,1.0,0.0,1.0,0.0,,,129,23.59670739743153
243,2025-05-16,19:00:00,Norveç Eliteserien,2125752,Stromsgodset,Bryne,0.0,1.0,0.0,2.0,,,243,23.62629044094735
155,2025-05-16,20:55:00,Belarus Premier Ligi,2125622,FC Gomel,Naftan,1.0,0.0,2.0,0.0,,,155,23.65336973879198
490,2025-05-17,16:00:00,"Serie C, Düşme Playoff",2154540,Foggia,Acr Messina,1.0,0.0,1.0,0.0,,,490,23.703320442503408
101,2025-05-18,05:00:00,ABD USL Championship,2129888,Sacramento R,Las Vegas Li,5.0,0.0,5.0,0.0,,,101,23.865542105722223
123,2025-05-18,14:00:00,İskoçya Premier Lig Kdn.Şmp.T.,2129710,Rangers LFC (K),Hibernian (K),0.0,1.0,0.0,1.0,,,123,24.001956170279122
692,2025-05-16,14:30:00,Çin 1. Ligi,2125629,Guangxi Bao,Foshan Nanshi FC,0.0,1.0,0.0,1.0,,,692,24.092868239377395
444,2025-05-16,20:30:00,Fransa Ulusal Ligi,2125668,Paris 13 Atletico,Concarneau,,,,,,,444,24.101730228346682
522,2025-05-18,19:00:00,Finlandiya Ykkonen,2129480,Ols Oulu,PK Keski-Uusimaa,,,,,,,522,24.10515297607547
691,2025-05-16,19:00:00,Norveç 1.Ligi,2125763,Lyn Toppo.,Skeid,1.0,0.0,1.0,1.0,,,691,24.52016109245614
788,2025-05-17,10:30:00,Çin 1. Ligi,2127035,Shaanxi Union,Nantong Zhiyun,3.0,2.0,3.0,2.0,,,788,24.56174057350171
333,2025-05-16,14:30:00,Çin 1. Ligi,2125630,Nanjing City,S. Dongwu,0.0,0.0,2.0,1.0,,,333,24.578932035383474
317,2025-05-18,18:30:00,Polonya Ekstraklasa,2127494,Katowice,Lech Poznan,,,,,,,317,24.99497349468488
587,2025-05-17,19:00:00,Bahreyn Premier Ligi,2150494,Aali,East Riffa,1.0,0.0,1.0,0.0,,,587,25.000231998923525
429,2025-05-17,13:00:00,Güney Kore Lig 2,2127663,Busan IPark,SS Bluewings,1.0,4.0,1.0,4.0,,,429,25.355137546461858
513,2025-05-18,14:30:00,Belçika Pro Lig Şampiyonluk Turu,2129264,Anderlecht,Club Brugge,,,,,,,513,25.423815606631514
644,2025-05-17,16:30:00,Almanya Bundesliga,2127175,Saint Pauli,Bochum,0.0,2.0,0.0,2.0,,,644,25.538981968747322
115,2025-05-18,20:55:00,Belarus Premier Ligi,2125616,Max. Rogachev,Bate Borisov,,,,,,,115,25.60542325367812
112,2025-05-18,16:00:00,Romanya 1. Ligi,2127557,U. Slobozia,Sepsi,,,,,,,112,25.783475328201973
438,2025-05-17,14:30:00,Almanya 3. Lig,2127166,D. Dresden,Unterhaching,3.0,0.0,3.0,0.0,,,438,26.055319994196967
675,2025-05-18,15:30:00,Hollanda Eredivisie,2129586,S. Rotterdam,PSV,,,,,,,675,26.31670762082522
98,2025-05-17,14:30:00,Çin 1. Ligi,2127034,Hebei Kungfu,Qingdao Red,0.0,2.0,0.0,2.0,,,98,26.39492754299583
139,2025-05-18,13:00:00,Güney Kore Lig 2,2129743,Gimpo Citizen,Seoul E-Land,0.0,1.0,1.0,2.0,,,139,26.838159400376174
779,2025-05-17,19:15:00,Suudi Profesyonel Ligi,2162464,Al Fayha,AL Akhdood,2.0,0.0,2.0,0.0,,,779,27.02083825494687
507,2025-05-17,20:00:00,"Mısır Premier Lig, Şmp.Turu",2129463,Al Masry,Cleopatra,0.0,4.0,0.0,4.0,,,507,27.056638741721052
20,2025-05-17,17:00:00,Faroe Adaları Premier Ligi,2125655,FC Suduroy,Runavik,1.0,7.0,1.0,7.0,,,20,27.168384199285757
225,2025-05-18,20:30:00,Macaristan 1. Ligi,2127315,Ferencvaros,Fehervar,,,,,,,225,27.168588480081183
301,2025-05-18,17:00:00,İtalya Serie C - Yükselme Turu,2173705,Crotone,Vicenza,,,,,,,301,27.21718574724433
755,2025-05-18,16:00:00,Finlandiya Ykkonen (2.Lig),2129486,Klubi 04,TPS Turku,,,,,,,755,27.24726958797891
634,2025-05-17,19:00:00,Bahreyn Premier Ligi,2150499,Al-Ahli Manama,Al-Muharraq,2.0,1.0,2.0,1.0,,,634,27.49020007202567
134,2025-05-17,21:00:00,"Serie C, Düşme Playoff",2154542,SPAL,Milan U23,2.0,0.0,2.0,0.0,,,134,27.70184470391818
512,2025-05-16,20:30:00,Fransa Ulusal Ligi,2125666,Bourg-Peronn,Dijon,0.0,1.0,2.0,1.0,,,512,28.24140577237613
120,2025-05-17,18:00:00,Slovakya Superliga Düşme Turu,2127634,KFC Komarno,Ruzomberok,1.0,2.0,1.0,2.0,,,120,28.50037192739772
144,2025-05-17,19:00:00,Polonya Lig 2,2127476,KKS Kalisz,Olimp Elblag,2.0,0.0,2.0,0.0,,,144,28.663900641747972
396,2025-05-18,15:15:00,İsviçre Süper Lig Şamp. Turu,2148049,Young Boys,Basel,,,,,,,396,28.692718588519984
431,2025-05-17,16:00:00,Finlandiya Ykkonen (2.Lig),2127157,Japs,Jippo,1.0,1.0,1.0,1.0,,,431,28.763993116394666
730,2025-05-16,21:00:00,Romanya 1.Lig Şampiyonluk Turu,2127556,D. Bükreş,U. Cluj,1.0,0.0,1.0,3.0,,,730,29.391808382608918
348,2025-05-18,22:00:00,Brezilya Serie B,2126990,Goianiense,Remo,,,,,,,348,29.68575415919225
1,2025-05-17,18:30:00,"Serie C, Düşme Playoff",2154544,Pro Vercelli,Pro Patria,1.0,0.0,1.0,0.0,,,1,30.03250905269155
63,2025-05-17,20:00:00,"Mısır Premier Lig, Şmp.Turu",2127128,Al Ahly,N. Bank Egypt,2.0,1.0,2.0,1.0,,,63,30.20230951434013
106,2025-05-16,20:30:00,Fransa Ulusal Ligi,2125667,Le Mans,Versailles 78,2.0,0.0,2.0,0.0,,,106,30.61437897459297
319,2025-05-20,01:00:00,Brezilya Serie B,2126991,Volta Redonda,Amazonas FC AM,,,,,,,319,31.040186855107688
305,2025-05-17,10:00:00,Çin 1. Ligi,2127033,Heilongjiang,Shenyang Ct,3.0,3.0,3.0,3.0,,,305,31.300616607344978
53,2025-05-18,19:15:00,İtalya Serie C - Yükselme Turu,2173702,Vis Pesaro,Pescara C.,,,,,,,53,32.064528688256125
314,2025-05-16,19:00:00,Bahreyn Premier Ligi,2150495,Manama Club,Malkiya Club,0.0,0.0,0.0,1.0,,,314,32.524876633125
413,2025-05-18,02:00:00,ABD USL Championship,2127799,Hartford Ath,Louisville,0.0,1.0,1.0,1.0,,,413,32.611488773130255
130,2025-05-18,22:00:00,Brezilya Serie B,2126989,CRB,Criciuma,,,,,,,130,33.09152308371436
12,2025-05-18,17:00:00,Finlandiya Ykkonen,2129482,FC Inter 2,Jazz,,,,,,,12,33.401860726612234
227,2025-05-17,14:30:00,Çin 1. Ligi,2127036,Guangzhou E-Power FC,Shang Ji Cit,2.0,0.0,2.0,0.0,,,227,33.499743282598445
81,2025-05-19,19:00:00,Cezayir 1. Lig,2157673,MC Alger,ES Setif,,,,,,,81,33.872141945852796
247,2025-05-17,18:00:00,Çekya 1. Lig Düşme Turu,2143664,Slovacko,Dukla Prag,3.0,2.0,3.0,2.0,,,247,34.10398510438333
397,2025-05-17,14:30:00,İskoçya Premiership Şamp. Turu,2137513,Celtic,ST Mirren,1.0,1.0,1.0,1.0,,,397,34.12177457284424
661,2025-05-17,15:45:00,Polonya Ekstraklasa,2127492,Pogon,Lechia Gdansk,3.0,3.0,3.0,3.0,,,661,34.765088810471916
481,2025-05-17,16:00:00,Slovenya 1. SNL,2127646,O. Ljubljana,NK Radomlje,5.0,0.0,5.0,0.0,,,481,35.23054072818071
516,2025-05-17,18:00:00,Slovakya Superliga Şampiyonluk Turu,2127632,S. Bratislava,FK Kosice,1.0,0.0,1.0,0.0,,,516,35.39586699037051
528,2025-05-18,17:00:00,Belarus Premier Ligi,2125618,A. Dzerzhinsk, Vitebsk,,,,,,,528,35.47317578114484
666,2025-05-18,19:45:00,Hırvatistan 1. HNL,2127052,Hajduk Split,Rijeka,,,,,,,666,36.01193829829214
26,2025-05-17,21:15:00,Polonya Ekstraklasa,2127493,Korona Kielce,Rakow C.,1.0,0.0,1.0,1.0,,,26,36.53030522730408
749,2025-05-18,09:00:00,Japonya J. Lig,2129631,Kawasaki,C. Osaka,0.0,0.0,2.0,0.0,,,749,36.535934366045716
95,2025-05-16,19:00:00,Avusturya 2.Ligi,2125591,St. Polten,R. Wien II,0.0,0.0,3.0,1.0,,,95,36.699905994430026
316,2025-05-16,20:23:00,Polonya Lig 2,2127479,Olimpia,Czestochowa,2.0,1.0,2.0,1.0,,,316,36.750383671466615
224,2025-05-18,12:00:00,Japonya J. Lig 2,2129632,Ehime,T Vortis,0.0,1.0,0.0,2.0,,,224,36.837009922087866
511,2025-05-17,22:00:00,Brezilya Serie B,2126987,Operario,Botafogo,0.0,0.0,3.0,0.0,,,511,36.900050135467296
622,2025-05-20,03:35:00,Brezilya Serie B,2126985,Coritiba,America MG,,,,,,,622,36.903761325913656
534,2025-05-16,19:00:00,Norveç 1.Ligi,2125759,Aalesunds,Hodd IL,0.0,0.0,2.0,0.0,,,534,37.11539303307996
519,2025-05-17,08:00:00,Japonya J. Lig 2,2127365,Blaublitz Akita,Sagan Tosu,1.0,2.0,1.0,2.0,,,519,37.22197469237762
103,2025-05-18,19:15:00,İtalya Serie C - Yükselme Turu,2173704,Giana Erminio,Ternana,,,,,,,103,37.775858693085986
66,2025-05-18,20:00:00,"Mısır Premier Lig, Şmp.Turu",2129462,Farco,Haras Hodood,,,,,,,66,38.796640318460575
4,2025-05-17,16:00:00,Finlandiya Ykkonen (2.Lig),2127156,Salpa,EIF,0.0,1.0,0.0,1.0,,,4,39.229746366755926
477,2025-05-16,17:00:00,Belarus Premier Ligi,2125623,Smorgon,S. Mozyr,0.0,0.0,0.0,2.0,,,477,39.96451175730789
199,2025-05-17,15:00:00,Belarus Premier Ligi,2125617,Slutsk,Isloch,1.0,1.0,1.0,1.0,,,199,40.30018610378866
48,2025-05-16,21:00:00,Hollanda Eredevisie - Play-Out,2168301,Cambuur,Den Bosch,,,,,,,48,40.41895223778074
738,2025-05-17,01:00:00,Brezilya Serie B,2126984,Chapecoense,Cuiaba,1.0,0.0,2.0,1.0,,,738,41.20321103991775
425,2025-05-19,00:30:00,Brezilya Serie B,2126986,Paysandu SC PA,Goias,,,,,,,425,42.127896933030016
328,2025-05-18,02:30:00,Brezilya Serie B,2126988,Athletic Club Sjdr M,Gremio Novo,0.0,0.0,0.0,2.0,,,328,42.36894735534505
206,2025-05-17,22:00:00,Fransa Ligue 1,2129490,Marsilya,Rennes,3.0,1.0,4.0,2.0,,,206,42.568014987781616
762,2025-05-17,18:00:00,Slovakya Superliga Şampiyonluk Turu,2127630,S. Trnava,Podbrezova,2.0,1.0,2.0,1.0,,,762,42.85293572207159
233,2025-05-18,10:30:00,Güney Kore Lig 2,2129741,Ansan Greene,Incheon Utd.,0.0,1.0,0.0,2.0,,,233,43.255159229853724
556,2025-05-16,21:45:00,İrlanda Premier Lig,2125717,Galway U,Sligo R.,0.0,0.0,0.0,1.0,,,556,43.59246265124283
161,2025-05-17,14:30:00,Çin 1. Ligi,2127037,Chongqing Tongli.,Y. Longding,1.0,0.0,1.0,0.0,,,161,44.18817036266607
343,2025-05-18,00:30:00,Brezilya Serie B,2126992,Vila Nova,Paranaense,2.0,0.0,2.0,1.0,,,343,44.372609794782186
297,2025-05-16,19:00:00,Norveç Eliteserien,2125750,Viking,Sandefjord,0.0,0.0,3.0,1.0,,,297,44.5136911522736
360,2025-05-17,07:30:00,Japonya J. Lig 2,2127368,Ventforet Kofu,FC Imabari,1.0,0.0,1.0,0.0,,,360,44.85865245412528
619,2025-05-19,02:00:00,ABD Major Ligi,2129878,Inter Miami,Orlando C.,,,,,,,619,45.00368096056144
242,2025-05-16,19:00:00,Belarus Premier Ligi,2125621,Torp. Zhodino,Neman Grodno,0.0,0.0,0.0,1.0,,,242,45.48274947713694
398,2025-05-17,20:00:00,"Mısır Premier Lig, Şmp.Turu",2127127,Petrojet,Pyramids,0.0,2.0,0.0,2.0,,,398,45.83684544119502
277,2025-05-17,17:30:00,Hollanda Eredevisie - Play-Out,2168302,ADO Den Haag,Telstar,,,,,,,277,47.03505607522969
432,2025-05-18,02:15:00,ABD Major Ligi,2127794,Columbus,Cincinnati,0.0,1.0,1.0,1.0,,,432,47.14865427559943
736,2025-05-16,21:30:00,Avusturya 2.Ligi,2125597,Schwarz Weiss Bregen,Ried,0.0,2.0,1.0,4.0,,,736,47.511871148166755
256,2025-05-18,17:30:00,İsviçre Süper Lig Şamp. Turu,2148046,Lausanne,Lugano,,,,,,,256,47.6399622166097
197,2025-05-18,20:00:00,Cezayir 1. Lig,2102458,Constantine,US Biskra,,,,,,,197,47.75917608167042
173,2025-05-18,20:00:00,İspanya La Liga,2129794,Atl. Madrid,Real Betis,,,,,,,173,48.89846827866901
350,2025-05-17,19:30:00,İskoçya Championship - Play-Out,2168309,Airdrieonian,Cove Rangers,0.0,0.0,0.0,0.0,,,350,52.89952551772087
289,2025-05-19,20:00:00,İsveç Allsvenskan,2131248,Mjallby,Brommapojkar,,,,,,,289,53.05278315036829
234,2025-05-18,22:00:00,İspanya La Liga 2,2129778,Almeria,R. Santander,,,,,,,234,54.157785220594114
708,2025-05-17,22:00:00,Fransa Ligue 1,2129491,Strasbourg,Le Havre,1.0,1.0,2.0,3.0,,,708,54.31711608692053
487,2025-05-17,19:00:00,Belarus Premier Ligi,2125620,Dinamo Minsk,Molodechno,3.0,2.0,3.0,2.0,,,487,54.4956282650269
769,2025-05-18,17:15:00,İspanya La Liga 2,2129776,Castellon,C. Eldense,,,,,,,769,55.735329011319216
628,2025-05-18,05:30:00,ABD Major Ligi,2129883,San Diego FC,Kansas City,0.0,0.0,0.0,0.0,,,628,55.8376844075755
127,2025-05-17,14:30:00,Almanya 3. Lig,2127168,Saarbrucken,B. Dortmund II,2.0,1.0,2.0,1.0,,,127,58.48450906009216
152,2025-05-16,20:00:00,"Mısır Premier Lig, Düşme Turu",2124243,Ismaily,Future FC,1.0,0.0,1.0,2.0,,,152,59.026274657985994
770,2025-05-17,14:00:00,Romanya 1. Ligi,2127559,Uta Arad,SCM Gloria Buzau,0.0,0.0,0.0,0.0,,,770,59.993743840503896
502,2025-05-18,21:45:00,İtalya Serie A,2129616,Inter,Lazio,,,,,,,502,60.76563996207069
476,2025-05-16,20:00:00,"Mısır Premier Lig, Düşme Turu",2124242,Talaea Gaish,ENPPI,0.0,1.0,1.0,1.0,,,476,60.890929537986196
428,2025-05-18,19:00:00,Türkiye Süper Lig,2129830,Samsunspor,Sivasspor,,,,,,,428,61.19896404351957
441,2025-05-17,16:30:00,Almanya Bundesliga,2127178,B.Dortmund,Holstein K.,3.0,0.0,3.0,0.0,,,441,62.30507844469823
122,2025-05-17,18:00:00,Fransa Ligue 1 - Play-Out,2168300,Metz,Dunkerque,1.0,0.0,1.0,0.0,,,122,62.481403633401214
403,2025-05-18,03:30:00,ABD Major Ligi,2129881,Nashville SC,DC United,0.0,0.0,0.0,0.0,,,403,67.26385061829276
723,2025-05-19,20:00:00,İsveç Allsvenskan,2131246,Sirius,Norrköping,,,,,,,723,67.8751346223343
215,2025-05-18,02:30:00,ABD Major Ligi,2127793,NE Revolution,San Jose E.,0.0,0.0,0.0,0.0,,,215,70.8112808809444
114,2025-05-18,02:30:00,ABD Major Ligi,2127795,Charlotte,Chicago Fire,0.0,1.0,1.0,4.0,,,114,72.07406052110564
44,2025-05-17,19:00:00,Finlandiya Veikkausliiga,2127143,Vaasan Ps,FF Jaro,0.0,0.0,0.0,0.0,,,44,72.90518157168253
489,2025-05-16,20:00:00,"Mısır Premier Lig, Düşme Turu",2125651,Smouha,Sakandary,0.0,0.0,0.0,0.0,,,489,75.24665108827102
258,2025-05-17,18:00:00,Avusturya Bundesliga Küme Düşme Grubu,2126948,TSV Hartberg,WSG Tirol,3.0,2.0,3.0,2.0,,,258,75.30324760592998
226,2025-05-17,17:00:00,Finlandiya Veikkausliiga,2127142,Oulu,Mariehamn,0.0,1.0,0.0,1.0,,,226,76.24338725423993
60,2025-05-17,18:00:00,Avusturya Bundesliga Küme Düşme Grubu,2126946,Altach,A. Klagenfurt,0.0,0.0,0.0,0.0,,,60,76.43791467589887
302,2025-05-16,21:00:00,Norveç Eliteserien,2125757,Valerenga,H.Kameratene,1.0,1.0,1.0,1.0,,,302,77.08503940454332
454,2025-05-18,20:00:00,İspanya La Liga,2129790,Celta Vigo,Vallecano,,,,,,,454,77.2733932217293
0,2025-05-18,18:30:00,İngiltere Premier Lig,2129466,Arsenal,Newcastle,,,,,,,0,80.37138110048875
50,2025-05-18,17:00:00,İngiltere Premier Lig,2129470,Brentford,Fulham,,,,,,,50,80.9593737624001
716,2025-05-16,21:30:00,İspanya La Liga 2,2129782,Levante,Albacete,1.0,0.0,1.0,0.0,,,716,90.88239488481801
557,2025-05-16,21:00:00,Portekiz Premier Lig,2127509,Famalicao,Casa Pia,1.0,0.0,2.0,1.0,,,557,91.92253804154885
286,2025-05-17,16:30:00,Almanya Bundesliga,2127180,Augsburg,Union Berlin,1.0,2.0,1.0,2.0,,,286,92.87328248748396
670,2025-05-17,13:00:00,Güney Kore K-Lig 1,2127660,Gimcheon S.,Jeju Utd.,1.0,1.0,1.0,1.0,,,670,92.93981385821685
180,2025-05-18,03:30:00,ABD Major Ligi,2129880,Minnesota Utd.,St. Louis,3.0,0.0,3.0,0.0,,,180,93.64039352757977
290,2025-05-17,22:00:00,Fransa Ligue 1,2129495,Nice,Brest,3.0,0.0,6.0,0.0,,,290,95.08222020966907
239,2025-05-17,22:00:00,Fransa Ligue 1,2129496,Nantes,Montpellier,2.0,0.0,3.0,0.0,,,239,97.86716814131285
592,2025-05-16,21:45:00,İskoçya Premiership Düş./Yük.,2168307,Livingston,Partick Thistle,1.0,0.0,2.0,0.0,,,592,97.98720375640896
143,2025-05-17,22:00:00,Fransa Ligue 1,2129493,St. Etienne,Toulouse,1.0,2.0,2.0,3.0,,,143,98.87610732628988
517,2025-05-18,20:00:00,Yunanistan Süper Ligi Düşme Grubu,2129581,Volos,Athens Kallithea FC,,,,,,,517,99.207238143192
5,2025-05-18,16:30:00,Almanya 2. Bundesliga,2129501,Hertha Berlin,Hannover,,,,,,,5,100.01214776215932
349,2025-05-17,15:00:00,Çin Süper Ligi,2127030,Shanghai Sipg,S. Luneng,1.0,1.0,1.0,1.0,,,349,101.41910421611892
538,2025-05-18,16:30:00,Almanya 2. Bundesliga,2129505,Köln,Kaiserslautern,,,,,,,538,103.79555144610006
418,2025-05-16,22:15:00,İngiltere Premier Lig,2129467,Chelsea,Man. United,0.0,0.0,1.0,0.0,,,418,105.95538023149173
252,2025-05-19,20:00:00,İsveç Superettan (2.Lig),2131252,Landskrona,Helsingborg,,,,,,,252,107.41068661916282
469,2025-05-18,04:00:00,Meksika Primera Ligi Kapanış Play-Off,2170641,Dep. Toluca,Tigres Uanl,3.0,0.0,3.0,0.0,,,469,108.32318542214313
267,2025-05-17,20:00:00,Portekiz Premier Lig,2127506,Arouca,Boavista,4.0,1.0,4.0,1.0,,,267,112.59946847121437
581,2025-05-18,20:00:00,İspanya La Liga,2129793,Barcelona,Villarreal,,,,,,,581,119.50127572540804
275,2025-05-18,16:30:00,Almanya 2. Bundesliga,2129500,Darmstadt 98,Regensburg,,,,,,,275,119.67663431096315
650,2025-05-18,03:30:00,ABD Major Ligi,2129879,Dallas,Houston Dynamo,0.0,2.0,0.0,2.0,,,650,121.38889982201829
727,2025-05-17,23:30:00,ABD Major Ligi,2127791,New York City,New York RB,1.0,0.0,2.0,0.0,,,727,125.1709115569588
778,2025-05-17,10:30:00,Güney Kore K-Lig 1,2127661,Jeonbuk,Anyang,2.0,0.0,2.0,0.0,,,778,126.00456420304785
354,2025-05-18,04:30:00,ABD Major Ligi,2129882,Colorado,Real Salt Lake,1.0,0.0,1.0,0.0,,,354,127.73306110792143
220,2025-05-16,19:00:00,Norveç Eliteserien,2125753,Molde,Kristiansund,0.0,1.0,0.0,1.0,,,220,129.62564946799688
411,2025-05-18,20:00:00,İspanya La Liga,2129789,R. Sociedad,Girona,,,,,,,411,129.9559298377723
