match_date,match_time,match_id,hometeam,awayteam,bet_name,probability,odds,EV,b,q,f_star
2025-09-21,20:00:00,2303872,Samsunspor,F.Karagümrük,İlk Yarı Gol Tek/Çift :: İY Çift,62,"1,74","1,0788","0,74",38,"10,6486486486487"
2025-09-22,19:00:00,2370543,HNK Vukovar,Rijeka,"Ev Sahibi Gol Alt/Üst :: Ev 0,5 Üst",62,"1,74","1,0788","0,74",38,"10,6486486486487"
2025-09-20,19:00:00,2300080,Kazincbarcikai,Ujpest,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",62,"1,74","1,0788","0,74",38,"10,6486486486487"
2025-09-21,19:30:00,2303524,Malaga,Cadiz,Toplam Gol Tek/Çift :: Tek,56,"1,97","1,1032","0,97",44,"10,639175257732"
2025-09-20,22:00:00,2300543,Fulham,Brentford,"Toplam Gol Alt/Üst :: 2,5 Üst",56,"1,97","1,1032","0,97",44,"10,639175257732"
2025-09-20,16:00:00,2303105,Bologna,Genoa,"Ev Sahibi İlk Yarı Gol Alt/Üst :: Ev İY 0,5 Üst",56,"1,97","1,1032","0,97",44,"10,639175257732"
2025-09-21,17:45:00,2304112,VVV Venlo,Maastricht,"Toplam Gol Alt/Üst :: 4,5 Alt",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-20,21:30:00,2300881,Nürnberg,Bochum,"Toplam Gol Alt/Üst :: 1,5 Üst",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-20,20:00:00,2349090,Al Sadd,Al Wakrah,"İlk Yarı Gol Alt/Üst :: İY 2,5 Alt",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-21,02:30:00,2300936,Inter Miami,DC United,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-21,02:30:00,2300936,Inter Miami,DC United,"İlk Yarı Gol Alt/Üst :: İY 2,5 Alt",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-20,16:30:00,2300447,W. Bremen,Freiburg,"Toplam Gol Alt/Üst :: 4,5 Alt",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-21,13:00:00,2303604,CA Osasuna B,R. Madrid Castilla,"Toplam Gol Alt/Üst :: 3,5 Alt",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-20,21:00:00,2298348,Beerschot,Francs Borains,"Toplam Gol Alt/Üst :: 1,5 Üst",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-21,05:00:00,2303148,Phoenix Rising,Loudoun Utd.,"Toplam Gol Alt/Üst :: 1,5 Üst",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-20,19:00:00,2300752,New York City,Charlotte,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Hayır,81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-20,14:00:00,2299832,Thanh Hoa,Hai Phong,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-20,21:45:00,2303317,Udinese,Milan,"Deplasman Gol Alt/Üst :: Dep 0,5 Üst",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-20,17:15:00,2303767,Cultural Leonesa,Castellon,"Toplam Gol Alt/Üst :: 1,5 Üst",81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-21,17:00:00,2303684,Szentlorinc,Aqvital Csakvar,İlk Yarı Karşılıklı Gol :: İY KG Yok,81,"1,27","1,0287","0,27",19,"10,6296296296296"
2025-09-21,22:00:00,2305846,Real de Banjul,FAR Rabat,"Deplasman Gol Alt/Üst :: Dep 2,5 Üst",52,"2,16","1,1232","1,16",48,"10,6206896551724"
2025-09-20,17:00:00,2300851,Derby County,Preston,Deplasman Herhangi Bir Yarıyı Kazanır :: Evet,52,"2,16","1,1232","1,16",48,"10,6206896551724"
2025-09-22,20:00:00,2305909,Petrojet,G. El Mahallah,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,60,"1,81","1,086","0,81",40,"10,6172839506173"
2025-09-20,14:00:00,2300450,Fjora ,Bjarg,İlk Yarı Gol Tek/Çift :: İY Çift,60,"1,81","1,086","0,81",40,"10,6172839506173"
2025-09-20,17:00:00,2300485,AD Sanjoanense,Felgueiras 1932,Karşılıklı Gol :: KG Var,60,"1,81","1,086","0,81",40,"10,6172839506173"
2025-09-22,01:00:00,2377203,Libertad,Club 2 De Mayo De Pe,"Deplasman Gol Alt/Üst :: Dep 0,5 Üst",60,"1,81","1,086","0,81",40,"10,6172839506173"
2025-09-20,14:30:00,2299865,Blackpool,Barnsley,"Ev Sahibi İlk Yarı Gol Alt/Üst :: Ev İY 0,5 Alt",60,"1,81","1,086","0,81",40,"10,6172839506173"
2025-09-22,18:45:00,2301154,Ruch Chorzow,C. Glogow,Maç Sonucu :: MS 1,60,"1,81","1,086","0,81",40,"10,6172839506173"
2025-09-20,15:00:00,2299872,M.Gladbach II,Wiedenbrück,Toplam Gol Tek/Çift :: Çift,60,"1,81","1,086","0,81",40,"10,6172839506173"
2025-09-20,14:00:00,2300481,Tiller,Volda,İlk Yarı Gol Tek/Çift :: İY Çift,60,"1,81","1,086","0,81",40,"10,6172839506173"
2025-09-20,21:45:00,2303317,Udinese,Milan,Maç Sonucu :: MS 1,32,"4,18","1,3376","3,18",68,"10,6163522012579"
2025-09-20,22:00:00,2300230,Hfx Wan,Pacific FC,Maç Sonucu ve Karşılıklı Gol :: MS X ve Var,30,"4,61","1,383","3,61",70,"10,6094182825485"
2025-09-20,20:00:00,2303944,Lorca Deportiva CF,La Union Atl.,İlk Yarı Gol Tek/Çift :: İY Tek,54,"2,06","1,1124","1,06",46,"10,6037735849057"
2025-09-20,19:00:00,2303434,Atletico Astorga FC,Coruxo,Karşılıklı Gol :: KG Var,54,"2,06","1,1124","1,06",46,"10,6037735849057"
2025-09-22,22:00:00,2305961,Millwall,Watford,İkinci Yarı Karşılıklı Gol :: 2.Y KG Var,33,"3,99","1,3167","2,99",67,"10,5919732441472"
2025-09-20,16:00:00,2301150,Gubbio,AC Bra,"Toplam Gol Alt/Üst :: 1,5 Üst",74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-20,14:00:00,2327127,Lamphun Warrior,Nakhon Ratch,"Deplasman İlk Yarı Gol Alt/Üst :: Dep İY 0,5 Alt",74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-21,02:30:00,2300562,Montreal Impact,New York RB,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-21,13:00:00,2303239,Rana FK,Honefoss BK,İlk Yarı Karşılıklı Gol :: İY KG Yok,74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-20,17:00:00,2300239,Limavady Utd.,H&W Welders,"Toplam Gol Alt/Üst :: 3,5 Alt",74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-20,17:00:00,2299772,Fylde,Leamington,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-21,19:30:00,2303613,Krasnodar,Zenit,"Deplasman Gol Alt/Üst :: Dep 0,5 Üst",74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-20,17:00:00,2303143,Hodd IL,Moss,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-21,10:30:00,2303350,Suwon City,Gangwon,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-22,02:00:00,2303600,Austin,Seattle S.,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",74,"1,41","1,0434","0,41",26,"10,5853658536585"
2025-09-20,19:00:00,2301233,MFK Skalica,FK Kosice,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Alt",71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-20,19:00:00,2301233,MFK Skalica,FK Kosice,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-21,14:00:00,2303031,Thisted,Roskilde,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-21,17:30:00,2303628,Sirius,Degerfors,"Deplasman Gol Alt/Üst :: Dep 0,5 Üst",71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-20,18:30:00,2300273,Casertana,Cosenza C.,"Deplasman Gol Alt/Üst :: Dep 1,5 Alt",71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-20,14:00:00,2300914,Torslanda,Eskilsminne,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Alt",71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-20,15:00:00,2301108,Brodd,Vaag IK,İlk Yarı Karşılıklı Gol :: İY KG Yok,71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-20,14:30:00,2300848,Brackley,Sutton United,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-20,17:00:00,2300770,Bath City,Chelmsford C,"Deplasman Gol Alt/Üst :: Dep 1,5 Alt",71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-21,01:00:00,2300175,Cavalry FC,Valour FC,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-21,03:30:00,2303145,Dallas,Colorado,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,71,"1,48","1,0508","0,48",29,"10,5833333333333"
2025-09-20,17:00:00,2300015,Blackburn,Ipswich T.,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",38,"3,26","1,2388","2,26",62,"10,5663716814159"
2025-09-21,19:00:00,2303856,Sakaryaspor,Amed Sportif,"Ev Sahibi Gol Alt/Üst :: Ev 1,5 Üst",38,"3,26","1,2388","2,26",62,"10,5663716814159"
2025-09-20,16:30:00,2300607,Saint-Etienne (K),Lyon (K),Maç Sonucu :: MS X,18,12,"2,16",11,82,"10,5454545454545"
2025-09-21,20:30:00,2303037,Independiente,San Lorenzo,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS 2 ve 2,5 Üst",20,"9,45","1,89","8,45",80,"10,5325443786982"
2025-09-21,20:30:00,2303037,Independiente,San Lorenzo,Deplasman Hangi Yarıda Daha Fazla Gol Atar? :: 2. Yarı,37,"3,38","1,2506","2,38",63,"10,5294117647059"
2025-09-20,16:00:00,2300872,Spezia,Juve Stabia,İkinci Yarı Karşılıklı Gol :: 2.Y KG Var,31,"4,37","1,3547","3,37",69,"10,5252225519288"
2025-09-21,21:30:00,2303407,Union Brescia,Giana Erminio,Maç Sonucu ve Karşılıklı Gol :: MS 2 ve Var,19,"10,55","2,0045","9,55",81,"10,5183246073298"
2025-09-21,19:00:00,2352517,Ca Cerro,Miramar Misiones,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",69,"1,53","1,0557","0,53",31,"10,5094339622642"
2025-09-22,21:45:00,2323939,Drogheda,Shelbourne,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",69,"1,53","1,0557","0,53",31,"10,5094339622642"
2025-09-20,21:00:00,2300025,Otelul Galati,Uni. Craiova,"Ev Sahibi İlk Yarı Gol Alt/Üst :: Ev İY 0,5 Alt",69,"1,53","1,0557","0,53",31,"10,5094339622642"
2025-09-21,13:00:00,2304046,Tenerife,Ourense CF,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,69,"1,53","1,0557","0,53",31,"10,5094339622642"
2025-09-20,21:00:00,2301062,F. Sittard,Utrecht,İkinci Yarı Sonucu :: 2.Y 1,36,"3,51","1,2636","2,51",64,"10,5019920318725"
2025-09-20,17:00:00,2299796,Wycombe,Northampton,"Toplam Gol Alt/Üst :: 3,5 Üst",36,"3,51","1,2636","2,51",64,"10,5019920318725"
2025-09-22,21:45:00,2323945,Waterford,Shamrock,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS 1 ve 2,5 Üst",22,"7,78","1,7116","6,78",78,"10,4955752212389"
2025-09-21,17:30:00,2300223,Larissa,AEK Athens,"Maç Sonucu ve 2,5 Gol Alt/Üst :: MS 1 ve 2,5 Üst",17,"13,75","2,3375","12,75",83,"10,4901960784314"
2025-09-20,20:30:00,2299851,PAOK,Panaitolikos,Her İki Yarıda da 1.5 Gol Üst Olur mu? :: Evet,32,"4,16","1,3312","3,16",68,"10,4810126582278"
2025-09-21,21:00:00,2300939,Panathinaikos,Olympiakos,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Üst ve KG Var",46,"2,52","1,1592","1,52",54,"10,4736842105263"
2025-09-22,21:45:00,2323945,Waterford,Shamrock,Maç Sonucu :: MS 1,30,"4,58","1,374","3,58",70,"10,4469273743017"
2025-09-20,17:00:00,2300766,FC Dobrudzha Dobrich,Loko Sofya,"Deplasman İlk Yarı Gol Alt/Üst :: Dep İY 0,5 Üst",55,"2,01","1,1055","1,01",45,"10,4455445544555"
2025-09-23,01:00:00,2303231,Estudiantes,Df. Justicia,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",38,"3,25","1,235","2,25",62,"10,4444444444444"
2025-09-22,01:00:00,2303078,Argentinos J.,Banfield,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,40,"3,03","1,212","2,03",60,"10,4433497536946"
2025-09-21,16:00:00,2302953,Sunderland,Aston Villa,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",40,"3,03","1,212","2,03",60,"10,4433497536946"
2025-09-22,02:00:00,2303975,Santos Laguna,Atl. San Luis,Hangi Yarıda Daha Fazla Gol Atılır? :: 1. Yarı,41,"2,93","1,2013","1,93",59,"10,4300518134715"
2025-09-20,18:00:00,2360957,Hassania A,MAS Fes,"Toplam Gol Alt/Üst :: 2,5 Üst",43,"2,75","1,1825","1,75",57,"10,4285714285714"
2025-09-21,19:15:00,2304002,Atletico Sanluqueno,CD Teruel,İkinci Yarı Sonucu :: 2.Y 1,43,"2,75","1,1825","1,75",57,"10,4285714285714"
2025-09-21,19:30:00,2303524,Malaga,Cadiz,"Deplasman Gol Alt/Üst :: Dep 2,5 Üst",21,"8,47","1,7787","7,47",79,"10,4243641231593"
2025-09-21,17:00:00,2303523,Başakşehir,Alanyaspor,İkinci Yarı Karşılıklı Gol :: 2.Y KG Var,37,"3,37","1,2469","2,37",63,"10,4177215189873"
2025-09-20,22:00:00,2304077,Almeria,S.Gijon,İkinci Yarı Karşılıklı Gol :: 2.Y KG Var,37,"3,37","1,2469","2,37",63,"10,4177215189873"
2025-09-20,21:30:00,2286106,A. Sarandi,CD Maipu,İkinci Yarı Karşılıklı Gol :: 2.Y KG Var,32,"4,15","1,328","3,15",68,"10,4126984126984"
2025-09-20,15:30:00,2300964,Austria Salzburg,St. Polten,Maç Sonucu :: MS 1,31,"4,35","1,3485","3,35",69,"10,4029850746269"
2025-09-20,21:00:00,2300831,Orbit College FC,Tshakhuma Ts,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS 1 ve 1,5 Üst",31,"4,35","1,3485","3,35",69,"10,4029850746269"
2025-09-20,23:10:00,2285078,CA Temperley,Estudiantes Caseros,İkinci Yarı Sonucu :: 2.Y 1,36,"3,5","1,26","2,5",64,"10,4"
2025-09-21,00:30:00,2303384,Botafogo,A.Mineiro,İlk Yarı Karşılıklı Gol :: İY KG Var,27,"5,39","1,4553","4,39",73,"10,371298405467"
2025-09-21,02:00:00,2302948,Municipal,CD Marquense,"Deplasman İlk Yarı Gol Alt/Üst :: Dep İY 0,5 Üst",33,"3,96","1,3068","2,96",67,"10,3648648648649"
2025-09-20,19:30:00,2303532,Villarreal,Osasuna,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Üst ve KG Var",49,"2,32","1,1368","1,32",51,"10,3636363636364"
2025-09-21,17:00:00,2299794,Panevezys,Hegelmann,"Toplam Gol Alt/Üst :: 2,5 Üst",61,"1,77","1,0797","0,77",39,"10,3506493506493"
2025-09-20,22:00:00,2303759,Valencia,Ath. Bilbao,Deplasman Herhangi Bir Yarıyı Kazanır :: Evet,61,"1,77","1,0797","0,77",39,"10,3506493506493"
2025-09-20,14:30:00,2300533,Liverpool,Everton,İlk Yarı Gol Tek/Çift :: İY Çift,61,"1,77","1,0797","0,77",39,"10,3506493506493"
2025-09-21,15:00:00,2327027,Bangkok Utd.,Buriram Utd.,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",61,"1,77","1,0797","0,77",39,"10,3506493506493"
2025-09-20,16:00:00,2299935,Malmö,Djurgarden,Karşılıklı Gol :: KG Var,61,"1,77","1,0797","0,77",39,"10,3506493506493"
2025-09-21,00:30:00,2303671,Ceara,Bahia,"Toplam Gol Alt/Üst :: 4,5 Üst",20,"9,29","1,858","8,29",80,"10,3498190591074"
2025-09-20,16:00:00,2300498,Venezia,Cesena,İkinci Yarı Karşılıklı Gol :: 2.Y KG Var,34,"3,79","1,2886","2,79",66,"10,3440860215054"
2025-09-20,22:45:00,2303354,Union Santa Fe,Ind. Mendoza,"Toplam Gol Alt/Üst :: 3,5 Üst",34,"3,79","1,2886","2,79",66,"10,3440860215054"
2025-09-20,15:00:00,2366367,Chelyabinsk,Rodina Moscow,İkinci Yarı Sonucu :: 2.Y 1,38,"3,24","1,2312","2,24",62,"10,3214285714286"
2025-09-20,21:15:00,2301208,Domzale,Koper,"Deplasman İlk Yarı Gol Alt/Üst :: Dep İY 0,5 Alt",50,"2,26","1,13","1,26",50,"10,3174603174603"
2025-09-22,22:00:00,2377228,Univ. de Vinto,Cdt Real Oruro,Karşılıklı Gol :: KG Var,65,"1,64","1,066","0,64",35,"10,3125"
2025-09-21,05:30:00,2303211,LA Galaxy,Cincinnati,"Toplam Gol Alt/Üst :: 3,5 Alt",65,"1,64","1,066","0,64",35,"10,3125"
2025-09-20,21:30:00,2285684,Colegiales,Gimnasia Y Tiro,"Deplasman Gol Alt/Üst :: Dep 0,5 Üst",65,"1,64","1,066","0,64",35,"10,3125"
2025-09-21,18:30:00,2352502,Mariehamn,Vaasan Ps,"Toplam Gol Alt/Üst :: 2,5 Üst",65,"1,64","1,066","0,64",35,"10,3125"
2025-09-21,04:00:00,2303307,Tampico Madero,Cancun FC,İlk Yarı Gol Tek/Çift :: İY Çift,65,"1,64","1,066","0,64",35,"10,3125"
2025-09-21,15:00:00,2302966,Hammarby,Hacken,Karşılıklı Gol :: KG Var,65,"1,64","1,066","0,64",35,"10,3125"
2025-09-20,15:00:00,2301218,Lubeck,FSV Schoningen 2011,"Deplasman İlk Yarı Gol Alt/Üst :: Dep İY 0,5 Alt",65,"1,64","1,066","0,64",35,"10,3125"
2025-09-21,22:15:00,2386846,Vikingur R.,Fram Rey.,"Ev Sahibi Gol Alt/Üst :: Ev 2,5 Alt",65,"1,64","1,066","0,64",35,"10,3125"
2025-09-21,13:00:00,2303169,Pohang S.,Jeju Utd.,"İlk Yarı Gol Alt/Üst :: İY 1,5 Üst",42,"2,83","1,1886","1,83",58,"10,3060109289617"
2025-09-20,18:00:00,2318899,Eleven Wonders FC,Heart of Lions,İkinci Yarı Sonucu :: 2.Y 1,40,"3,02","1,208","2,02",60,"10,2970297029703"
2025-09-23,03:00:00,2302952,CA Belgrano,New Old Boys,"Deplasman Gol Alt/Üst :: Dep 1,5 Üst",33,"3,95","1,3035","2,95",67,"10,2881355932203"
2025-09-21,10:30:00,2303049,Ansan Greene,Cheongju FC,"Maç Sonucu ve 1,5 Gol Alt/Üst :: MS 2 ve 1,5 Alt",23,"7,05","1,6215","6,05",77,"10,2727272727273"
2025-09-20,19:00:00,2303434,Atletico Astorga FC,Coruxo,Toplam Gol Tek/Çift :: Tek,58,"1,88","1,0904","0,88",42,"10,2727272727273"
2025-09-20,17:30:00,2301198,Volendam,Excelsior,Deplasman Herhangi Bir Yarıyı Kazanır :: Evet,58,"1,88","1,0904","0,88",42,"10,2727272727273"
2025-09-21,10:30:00,2303109,Cheonan City FC,Hwaseong,Toplam Gol Tek/Çift :: Tek,58,"1,88","1,0904","0,88",42,"10,2727272727273"
2025-09-20,17:00:00,2300722,Newport C.,Gillingham,Karşılıklı Gol :: KG Var,58,"1,88","1,0904","0,88",42,"10,2727272727273"
2025-09-20,19:30:00,2300574,Rochdale,Southend Utd.,Toplam Gol Tek/Çift :: Tek,58,"1,88","1,0904","0,88",42,"10,2727272727273"
2025-09-21,23:00:00,2285935,Central Norte Salta,Chacarita Juniors,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",64,"1,67","1,0688","0,67",36,"10,2686567164179"
2025-09-20,17:00:00,2300997,York City,Solihull Moors,"Deplasman Gol Alt/Üst :: Dep 0,5 Üst",64,"1,67","1,0688","0,67",36,"10,2686567164179"
2025-09-20,17:00:00,2300997,York City,Solihull Moors,"Ev Sahibi Gol Alt/Üst :: Ev 2,5 Alt",64,"1,67","1,0688","0,67",36,"10,2686567164179"
2025-09-20,16:00:00,2300121,Reggiana,Catanzaro,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,64,"1,67","1,0688","0,67",36,"10,2686567164179"
2025-09-20,17:00:00,2300103,Boston Utd,Boreham Wood,Karşılıklı Gol :: KG Var,64,"1,67","1,0688","0,67",36,"10,2686567164179"
2025-09-22,20:00:00,2305893,Randers,Nordsjælland,"Toplam Gol Alt/Üst :: 2,5 Üst",64,"1,67","1,0688","0,67",36,"10,2686567164179"
2025-09-21,17:30:00,2300223,Larissa,AEK Athens,İkinci Yarı Sonucu :: 2.Y 1,25,"6,09","1,5225","5,09",75,"10,2652259332024"
2025-09-21,19:30:00,2303524,Malaga,Cadiz,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Üst ve KG Yok",18,"11,6","2,088","10,6",82,"10,2641509433962"
2025-09-20,19:00:00,2301233,MFK Skalica,FK Kosice,"Ev Sahibi İlk Yarı Gol Alt/Üst :: Ev İY 0,5 Alt",66,"1,61","1,0626","0,61",34,"10,2622950819672"
2025-09-21,14:30:00,2297914,TSV Havelse,Duisburg,"Toplam Gol Alt/Üst :: 2,5 Üst",66,"1,61","1,0626","0,61",34,"10,2622950819672"
2025-09-21,17:30:00,2298325,Verl,E. Cottbus,"Toplam Gol Alt/Üst :: 2,5 Üst",66,"1,61","1,0626","0,61",34,"10,2622950819672"
2025-09-21,18:00:00,2303199,Stabaek,Raufoss,"İlk Yarı Gol Alt/Üst :: İY 1,5 Alt",66,"1,61","1,0626","0,61",34,"10,2622950819672"
2025-09-20,16:30:00,2300447,W. Bremen,Freiburg,"Toplam Gol Alt/Üst :: 2,5 Üst",66,"1,61","1,0626","0,61",34,"10,2622950819672"
2025-09-21,23:30:00,2304060,Flamengo,Vasco Da Gama,Ev Sahibi Gol Yemeden Kazanır mı? :: Hayır,66,"1,61","1,0626","0,61",34,"10,2622950819672"
2025-09-22,20:10:00,2305958,Norrköping,AIK,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,66,"1,61","1,0626","0,61",34,"10,2622950819672"
2025-09-20,19:30:00,2377035,JS Saoura,USM Alger,İlk Yarı Gol Tek/Çift :: İY Çift,66,"1,61","1,0626","0,61",34,"10,2622950819672"
2025-09-21,13:15:00,2302990,Zwolle,Go Ahead,"Ev Sahibi İlk Yarı Gol Alt/Üst :: Ev İY 0,5 Alt",57,"1,92","1,0944","0,92",43,"10,2608695652174"
2025-09-20,15:00:00,2300286,Stuttgart II,V. Köln,Toplam Gol Tek/Çift :: Tek,57,"1,92","1,0944","0,92",43,"10,2608695652174"
2025-09-20,17:00:00,2301247,Karlbergs BK,Eskilstuna,İlk Yarı Gol Tek/Çift :: İY Tek,57,"1,92","1,0944","0,92",43,"10,2608695652174"
2025-09-21,05:00:00,2303177,D Malacateco,Antigua GFC,Karşılıklı Gol :: KG Yok,57,"1,92","1,0944","0,92",43,"10,2608695652174"
2025-09-21,23:30:00,2304060,Flamengo,Vasco Da Gama,"Deplasman Gol Alt/Üst :: Dep 0,5 Üst",57,"1,92","1,0944","0,92",43,"10,2608695652174"
2025-09-20,17:00:00,2304127,G.Birliği,Eyüpspor,Toplam Gol Tek/Çift :: Tek,57,"1,92","1,0944","0,92",43,"10,2608695652174"
2025-09-21,15:30:00,2303004,Heerenveen,NEC Nijmegen,Toplam Gol Tek/Çift :: Tek,57,"1,92","1,0944","0,92",43,"10,2608695652174"
2025-09-20,21:00:00,2300831,Orbit College FC,Tshakhuma Ts,Toplam Gol Tek/Çift :: Tek,57,"1,92","1,0944","0,92",43,"10,2608695652174"
2025-09-22,22:00:00,2305961,Millwall,Watford,"Toplam Gol Alt/Üst :: 4,5 Üst",21,"8,35","1,7535","7,35",79,"10,2517006802721"
2025-09-21,17:30:00,2300223,Larissa,AEK Athens,"Karşılıklı Gol ve 2,5 Gol Alt/Üst :: 2,5 Üst ve KG Var",46,"2,51","1,1546","1,51",54,"10,2384105960265"
2025-09-21,01:00:00,2303357,CA Tigre,Aldosivi,İlk Yarı Karşılıklı Gol :: İY KG Var,24,"6,52","1,5648","5,52",76,"10,231884057971"
2025-09-22,21:00:00,2305997,Jong Utrecht,Cambuur,Maç Sonucu :: MS 1,31,"4,32","1,3392","3,32",69,"10,2168674698795"
2025-09-20,17:00:00,2300109,Walsall,Tranmere,"Toplam Gol Alt/Üst :: 3,5 Üst",33,"3,94","1,3002","2,94",67,"10,2108843537415"
2025-09-21,18:15:00,2303992,Le Havre,Lorient,"İlk Yarı Gol Alt/Üst :: İY 0,5 Üst",73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-20,15:00:00,2300216,Oppsal,Flint,İlk Yarı Karşılıklı Gol :: İY KG Yok,73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-20,16:00:00,2301005,Sunnersta AIF,Ytterhogdals,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-21,21:15:00,2300646,LKS Lodz,Wieczysta Krakow,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-20,14:30:00,2299781,Leicester,Coventry City,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-20,17:00:00,2300973,Salford City,Swindon Town,Her İki Yarıda da 1.5 Gol Alt Olur mu? :: Hayır,73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-21,19:00:00,2303968,Kungsangens IF,IK Franke,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-20,15:00:00,2300858,Strommen,Kjelsas,"Deplasman Gol Alt/Üst :: Dep 0,5 Üst",73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-20,18:00:00,2387935,FC Minsk 2,FK Bumprom,İkinci Yarı Karşılıklı Gol :: 2.Y KG Yok,73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-21,15:00:00,2303904,AD Ceuta,Zaragoza,"Toplam Gol Alt/Üst :: 1,5 Üst",73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-20,17:00:00,2300353,Wolves,Leeds Utd.,"Deplasman Gol Alt/Üst :: Dep 0,5 Üst",73,"1,43","1,0439","0,43",27,"10,2093023255814"
2025-09-20,17:00:00,2349101,Castrense,Lusitania,Maç Sonucu :: MS X,19,"10,2","1,938","9,2",81,"10,195652173913"
